nohup: ignoring input
INFO:root:
CUDNN VERSION: 8500
INFO:root:Loading train dataset
INFO:root:Avaliable images: 60000
INFO:root:Running on 10000 images
INFO:root:building database...
PID:  2346548
  0%|          | 0/10000 [00:00<?, ?it/s]
  5%|5         | 519/10000 [00:00<00:01, 5188.62it/s]
 10%|#         | 1038/10000 [00:00<00:01, 5185.25it/s]
 16%|#5        | 1584/10000 [00:00<00:01, 5310.22it/s]
 21%|##1       | 2117/10000 [00:00<00:01, 5317.26it/s]
 27%|##6       | 2673/10000 [00:00<00:01, 5403.78it/s]
 32%|###2      | 3234/10000 [00:00<00:01, 5472.74it/s]
 38%|###7      | 3782/10000 [00:00<00:01, 5434.06it/s]
 43%|####3     | 4332/10000 [00:00<00:01, 5452.46it/s]
 49%|####8     | 4878/10000 [00:00<00:00, 5394.46it/s]
 54%|#####4    | 5418/10000 [00:01<00:01, 4343.87it/s]
 59%|#####9    | 5925/10000 [00:01<00:00, 4530.12it/s]
 65%|######4   | 6470/10000 [00:01<00:00, 4778.99it/s]
 70%|#######   | 7009/10000 [00:01<00:00, 4947.61it/s]
 75%|#######5  | 7540/10000 [00:01<00:00, 5047.98it/s]
 81%|########  | 8065/10000 [00:01<00:00, 5102.65it/s]
 86%|########5 | 8587/10000 [00:01<00:00, 5136.60it/s]
 91%|#########1| 9138/10000 [00:01<00:00, 5246.20it/s]
 97%|#########6| 9679/10000 [00:01<00:00, 5292.14it/s]
100%|##########| 10000/10000 [00:01<00:00, 5132.37it/s]
INFO:root:database build finish
INFO:root:Using MUNIT output from /mnt/raid/home/eyal_michaeli/git/imaginaire/logs/2023_0421_1405_28_ampO1_lower_LR/inference_cp_400k_style_std_1.5_on_new_10k/
INFO:root:Loading validation dataset
INFO:root:Avaliable images: 10000
INFO:root:Running on 3300 images
INFO:root:building database...
  0%|          | 0/3300 [00:00<?, ?it/s]
 16%|#5        | 520/3300 [00:00<00:00, 5194.21it/s]
 32%|###2      | 1069/3300 [00:00<00:00, 5361.99it/s]
 49%|####8     | 1606/3300 [00:00<00:00, 5300.14it/s]
 66%|######6   | 2192/3300 [00:00<00:00, 5514.20it/s]
 83%|########3 | 2744/3300 [00:00<00:00, 5423.52it/s]
100%|#########9| 3287/3300 [00:00<00:00, 5412.31it/s]
100%|##########| 3300/3300 [00:00<00:00, 5392.93it/s]
INFO:root:database build finish
INFO:root:Not using MUNIT output
INFO:root:[Warning] Ignoring Error(s) in loading state_dict for HybridNetsBackbone:
	size mismatch for classifier.header.pointwise_conv.conv.weight: copying a param with shape torch.Size([9, 160, 1, 1]) from checkpoint, the shape in current model is torch.Size([36, 160, 1, 1]).
	size mismatch for classifier.header.pointwise_conv.conv.bias: copying a param with shape torch.Size([9]) from checkpoint, the shape in current model is torch.Size([36]).
INFO:root:[Warning] Don't panic if you see this, this might be because you load a pretrained weights with different number of classes. The rest of the weights should be loaded already.
INFO:root:[Info] Successfully!!!
INFO:root:Epoch 1/50
  0%|          | 0/625 [00:00<?, ?it/s]
  0%|          | 1/625 [00:21<3:45:29, 21.68s/it]
  3%|3         | 19/625 [00:51<23:55,  2.37s/it]
  3%|3         | 20/625 [00:51<17:59,  1.78s/it]
  3%|3         | 21/625 [00:51<13:42,  1.36s/it]
  4%|3         | 22/625 [00:52<10:45,  1.07s/it]
  4%|3         | 23/625 [00:52<08:53,  1.13it/s]
  4%|3         | 24/625 [00:53<07:38,  1.31it/s]
  4%|4         | 25/625 [01:01<31:50,  3.18s/it]INFO:root:Step: 21900. Epoch: 36/50. Iteration: 26/625. Cls loss: 297.392. Reg loss: 2.896. Seg loss: 0.310. Total loss: 300.598

  4%|4         | 26/625 [01:02<23:20,  2.34s/it]
  4%|4         | 27/625 [01:02<17:37,  1.77s/it]
  4%|4         | 28/625 [01:03<13:43,  1.38s/it]
  5%|4         | 29/625 [01:03<10:48,  1.09s/it]
  5%|4         | 30/625 [01:04<08:32,  1.16it/s]
  5%|4         | 31/625 [01:04<07:09,  1.38it/s]
  5%|5         | 32/625 [01:04<06:09,  1.60it/s]
  5%|5         | 33/625 [01:16<40:07,  4.07s/it]
  5%|5         | 34/625 [01:17<29:31,  3.00s/it]
  6%|5         | 35/625 [01:18<22:47,  2.32s/it]
  6%|5         | 36/625 [01:18<16:56,  1.73s/it]
  6%|5         | 37/625 [01:18<12:48,  1.31s/it]
  6%|6         | 38/625 [01:19<10:17,  1.05s/it]
  6%|6         | 39/625 [01:19<08:40,  1.13it/s]
  6%|6         | 40/625 [01:20<07:16,  1.34it/s]
  7%|6         | 41/625 [01:32<41:06,  4.22s/it]
  7%|6         | 42/625 [01:32<29:55,  3.08s/it]
  7%|6         | 43/625 [01:34<24:46,  2.55s/it]
  7%|7         | 44/625 [01:34<18:43,  1.93s/it]
  7%|7         | 45/625 [01:35<14:20,  1.48s/it]
  7%|7         | 46/625 [01:35<11:13,  1.16s/it]
  8%|7         | 47/625 [01:35<08:59,  1.07it/s]
  8%|7         | 48/625 [01:36<07:35,  1.27it/s]
  8%|7         | 49/625 [01:47<38:04,  3.97s/it]
  8%|8         | 50/625 [01:48<27:32,  2.87s/it]
  8%|8         | 51/625 [01:49<24:10,  2.53s/it]
  8%|8         | 52/625 [01:50<18:04,  1.89s/it]
  8%|8         | 53/625 [01:50<13:41,  1.44s/it]
  9%|8         | 54/625 [01:51<10:53,  1.14s/it]
  9%|8         | 55/625 [01:51<08:48,  1.08it/s]
  9%|8         | 56/625 [01:51<07:18,  1.30it/s]
  9%|9         | 57/625 [02:03<38:32,  4.07s/it]
  9%|9         | 58/625 [02:04<28:07,  2.98s/it]
  9%|9         | 59/625 [02:05<23:57,  2.54s/it]
 10%|9         | 60/625 [02:06<17:50,  1.89s/it]
 10%|9         | 61/625 [02:06<13:37,  1.45s/it]
 10%|9         | 62/625 [02:06<10:32,  1.12s/it]
 10%|#         | 63/625 [02:07<08:21,  1.12it/s]
 10%|#         | 64/625 [02:07<06:55,  1.35it/s]
 10%|#         | 65/625 [02:18<36:43,  3.94s/it]
 11%|#         | 66/625 [02:19<26:57,  2.89s/it]
 11%|#         | 67/625 [02:21<23:48,  2.56s/it]
 11%|#         | 68/625 [02:21<17:49,  1.92s/it]
 11%|#1        | 69/625 [02:22<13:47,  1.49s/it]
 11%|#1        | 70/625 [02:22<10:51,  1.17s/it]
 11%|#1        | 71/625 [02:22<08:41,  1.06it/s]
 12%|#1        | 72/625 [02:23<07:09,  1.29it/s]
 12%|#1        | 73/625 [02:35<37:25,  4.07s/it]
 12%|#1        | 74/625 [02:35<27:12,  2.96s/it]
 12%|#2        | 75/625 [02:36<22:58,  2.51s/it]
 12%|#2        | 76/625 [02:37<17:06,  1.87s/it]
 12%|#2        | 77/625 [02:37<13:09,  1.44s/it]
 12%|#2        | 78/625 [02:38<10:35,  1.16s/it]
 13%|#2        | 79/625 [02:38<08:25,  1.08it/s]
 13%|#2        | 80/625 [02:38<06:55,  1.31it/s]
 13%|#2        | 81/625 [02:50<36:57,  4.08s/it]
 13%|#3        | 82/625 [02:51<26:59,  2.98s/it]
 13%|#3        | 83/625 [02:53<23:47,  2.63s/it]
 13%|#3        | 84/625 [02:53<17:43,  1.97s/it]
 14%|#3        | 85/625 [02:53<13:24,  1.49s/it]
 14%|#3        | 86/625 [02:54<10:32,  1.17s/it]
 14%|#3        | 87/625 [02:54<08:39,  1.03it/s]
 14%|#4        | 88/625 [02:55<07:12,  1.24it/s]
 14%|#4        | 89/625 [03:06<35:41,  3.99s/it]
 14%|#4        | 90/625 [03:07<26:40,  2.99s/it]
 15%|#4        | 91/625 [03:08<21:46,  2.45s/it]
 15%|#4        | 92/625 [03:08<16:23,  1.85s/it]
 15%|#4        | 93/625 [03:09<12:32,  1.41s/it]
 15%|#5        | 94/625 [03:09<09:43,  1.10s/it]
 15%|#5        | 95/625 [03:10<07:55,  1.11it/s]
 15%|#5        | 96/625 [03:10<06:33,  1.34it/s]
 16%|#5        | 97/625 [03:22<37:11,  4.23s/it]
 16%|#5        | 98/625 [03:23<27:16,  3.11s/it]
 16%|#5        | 99/625 [03:24<21:45,  2.48s/it]
 16%|#6        | 100/625 [03:24<16:13,  1.85s/it]
 16%|#6        | 101/625 [03:25<12:31,  1.43s/it]
 16%|#6        | 102/625 [03:25<10:01,  1.15s/it]
 16%|#6        | 103/625 [03:26<08:06,  1.07it/s]
 17%|#6        | 104/625 [03:26<06:40,  1.30it/s]
 17%|#6        | 105/625 [03:38<36:03,  4.16s/it]
 17%|#6        | 106/625 [03:38<26:15,  3.04s/it]
 17%|#7        | 107/625 [03:40<21:33,  2.50s/it]
 17%|#7        | 108/625 [03:40<16:06,  1.87s/it]
 17%|#7        | 109/625 [03:41<12:20,  1.43s/it]
 18%|#7        | 110/625 [03:41<09:36,  1.12s/it]
 18%|#7        | 111/625 [03:41<07:51,  1.09it/s]
 18%|#7        | 112/625 [03:42<06:40,  1.28it/s]
 18%|#8        | 113/625 [03:53<33:51,  3.97s/it]
 18%|#8        | 114/625 [03:54<24:50,  2.92s/it]
 18%|#8        | 115/625 [03:55<20:21,  2.39s/it]
 19%|#8        | 116/625 [03:55<15:12,  1.79s/it]
 19%|#8        | 117/625 [03:56<11:46,  1.39s/it]
 19%|#8        | 118/625 [03:56<09:12,  1.09s/it]
 19%|#9        | 119/625 [03:56<07:17,  1.16it/s]
 19%|#9        | 120/625 [03:57<05:57,  1.41it/s]
 19%|#9        | 121/625 [04:09<35:05,  4.18s/it]
 20%|#9        | 122/625 [04:09<25:30,  3.04s/it]
 20%|#9        | 123/625 [04:10<20:14,  2.42s/it]
 20%|#9        | 124/625 [04:11<15:16,  1.83s/it]INFO:root:Saved checkpoint to: ./logs/onlybdd10k_FT_v0_bs_16_with_MUNIT_5_outputs/2023_0504_0918_42/checkpoints/hybridnets-d3_35_22000.pth

 20%|##        | 125/625 [04:11<11:58,  1.44s/it]INFO:root:Step: 22000. Epoch: 36/50. Iteration: 126/625. Cls loss: 429.250. Reg loss: 2.237. Seg loss: 0.270. Total loss: 431.757

 20%|##        | 126/625 [04:12<09:17,  1.12s/it]
 20%|##        | 127/625 [04:12<07:29,  1.11it/s]
 20%|##        | 128/625 [04:13<06:20,  1.31it/s]
 21%|##        | 129/625 [04:25<33:57,  4.11s/it]
 21%|##        | 130/625 [04:25<25:37,  3.11s/it]
 21%|##        | 131/625 [04:26<18:48,  2.29s/it]
 21%|##1       | 132/625 [04:26<14:07,  1.72s/it]
 21%|##1       | 133/625 [04:26<10:41,  1.30s/it]
 21%|##1       | 134/625 [04:27<08:18,  1.02s/it]
 22%|##1       | 135/625 [04:27<06:48,  1.20it/s]
 22%|##1       | 136/625 [04:28<05:48,  1.40it/s]
 22%|##1       | 137/625 [04:40<34:58,  4.30s/it]
 22%|##2       | 138/625 [04:41<25:28,  3.14s/it]
 22%|##2       | 139/625 [04:41<18:49,  2.32s/it]
 22%|##2       | 140/625 [04:42<14:09,  1.75s/it]
 23%|##2       | 141/625 [04:42<10:52,  1.35s/it]
 23%|##2       | 142/625 [04:42<08:36,  1.07s/it]
 23%|##2       | 143/625 [04:43<06:58,  1.15it/s]
 23%|##3       | 144/625 [04:43<05:49,  1.38it/s]
 23%|##3       | 145/625 [04:56<34:46,  4.35s/it]
 23%|##3       | 146/625 [04:56<25:22,  3.18s/it]
 24%|##3       | 147/625 [04:57<18:39,  2.34s/it]
 24%|##3       | 148/625 [04:57<13:59,  1.76s/it]
 24%|##3       | 149/625 [04:58<10:47,  1.36s/it]
 24%|##4       | 150/625 [04:58<08:43,  1.10s/it]
 24%|##4       | 151/625 [04:59<07:09,  1.10it/s]
 24%|##4       | 152/625 [04:59<05:54,  1.33it/s]
 24%|##4       | 153/625 [05:12<34:12,  4.35s/it]
 25%|##4       | 154/625 [05:12<25:02,  3.19s/it]
 25%|##4       | 155/625 [05:13<18:35,  2.37s/it]
 25%|##4       | 156/625 [05:13<13:50,  1.77s/it]
 25%|##5       | 157/625 [05:13<10:34,  1.36s/it]
 25%|##5       | 158/625 [05:14<08:21,  1.07s/it]
 25%|##5       | 159/625 [05:14<06:55,  1.12it/s]
 26%|##5       | 160/625 [05:15<05:50,  1.33it/s]
 26%|##5       | 161/625 [05:27<33:29,  4.33s/it]
 26%|##5       | 162/625 [05:28<24:19,  3.15s/it]
 26%|##6       | 163/625 [05:28<17:56,  2.33s/it]
 26%|##6       | 164/625 [05:29<13:34,  1.77s/it]
 26%|##6       | 165/625 [05:29<10:17,  1.34s/it]
 27%|##6       | 166/625 [05:29<08:02,  1.05s/it]
 27%|##6       | 167/625 [05:30<06:22,  1.20it/s]
 27%|##6       | 168/625 [05:30<05:19,  1.43it/s]
 27%|##7       | 169/625 [05:43<32:40,  4.30s/it]
 27%|##7       | 170/625 [05:43<23:46,  3.14s/it]
 27%|##7       | 171/625 [05:44<17:26,  2.31s/it]
 28%|##7       | 172/625 [05:44<13:03,  1.73s/it]
 28%|##7       | 173/625 [05:44<09:58,  1.32s/it]
 28%|##7       | 174/625 [05:45<08:03,  1.07s/it]
 28%|##8       | 175/625 [05:45<06:37,  1.13it/s]
 28%|##8       | 176/625 [05:46<05:29,  1.36it/s]
 28%|##8       | 177/625 [05:58<32:14,  4.32s/it]
 28%|##8       | 178/625 [05:59<23:30,  3.15s/it]
 29%|##8       | 179/625 [05:59<17:30,  2.36s/it]
 29%|##8       | 180/625 [06:00<13:11,  1.78s/it]
 29%|##8       | 181/625 [06:00<10:05,  1.36s/it]
 29%|##9       | 182/625 [06:00<07:54,  1.07s/it]
 29%|##9       | 183/625 [06:01<06:31,  1.13it/s]
 29%|##9       | 184/625 [06:01<05:37,  1.31it/s]
 30%|##9       | 185/625 [06:14<31:27,  4.29s/it]
 30%|##9       | 186/625 [06:14<22:48,  3.12s/it]
 30%|##9       | 187/625 [06:15<16:44,  2.29s/it]
 30%|###       | 188/625 [06:15<12:37,  1.73s/it]
 30%|###       | 189/625 [06:16<09:47,  1.35s/it]
 30%|###       | 190/625 [06:16<07:47,  1.07s/it]
 31%|###       | 191/625 [06:16<06:19,  1.14it/s]
 31%|###       | 192/625 [06:17<05:14,  1.38it/s]
 31%|###       | 193/625 [06:29<30:24,  4.22s/it]
 31%|###1      | 194/625 [06:29<21:56,  3.05s/it]
 31%|###1      | 195/625 [06:30<16:05,  2.24s/it]
 31%|###1      | 196/625 [06:30<11:59,  1.68s/it]
 32%|###1      | 197/625 [06:31<09:05,  1.27s/it]
 32%|###1      | 198/625 [06:31<07:15,  1.02s/it]
 32%|###1      | 199/625 [06:31<06:11,  1.15it/s]
 32%|###2      | 200/625 [06:32<05:11,  1.36it/s]
 32%|###2      | 201/625 [06:45<30:31,  4.32s/it]
 32%|###2      | 202/625 [06:45<22:08,  3.14s/it]
 32%|###2      | 203/625 [06:45<16:16,  2.31s/it]
 33%|###2      | 204/625 [06:46<12:15,  1.75s/it]
 33%|###2      | 205/625 [06:46<09:33,  1.37s/it]
 33%|###2      | 206/625 [06:47<07:37,  1.09s/it]
 33%|###3      | 207/625 [06:47<06:11,  1.12it/s]
 33%|###3      | 208/625 [06:48<05:09,  1.35it/s]
 33%|###3      | 209/625 [06:58<24:28,  3.53s/it]
 34%|###3      | 210/625 [06:58<17:55,  2.59s/it]
 34%|###3      | 211/625 [06:58<13:31,  1.96s/it]
 34%|###3      | 212/625 [06:59<10:26,  1.52s/it]
 34%|###4      | 213/625 [06:59<08:09,  1.19s/it]
 34%|###4      | 214/625 [07:00<06:27,  1.06it/s]
 34%|###4      | 215/625 [07:01<06:45,  1.01it/s]
 35%|###4      | 216/625 [07:01<05:36,  1.22it/s]
 35%|###4      | 217/625 [07:13<28:52,  4.25s/it]
 35%|###4      | 218/625 [07:14<20:59,  3.09s/it]
 35%|###5      | 219/625 [07:14<15:50,  2.34s/it]
 35%|###5      | 220/625 [07:15<11:48,  1.75s/it]
 35%|###5      | 221/625 [07:15<09:05,  1.35s/it]
 36%|###5      | 222/625 [07:16<07:10,  1.07s/it]
 36%|###5      | 223/625 [07:17<06:53,  1.03s/it]
 36%|###5      | 224/625 [07:17<05:39,  1.18it/s]
 36%|###6      | 225/625 [07:29<28:47,  4.32s/it]INFO:root:Step: 22100. Epoch: 36/50. Iteration: 226/625. Cls loss: 299.075. Reg loss: 2.116. Seg loss: 0.224. Total loss: 301.416

 36%|###6      | 226/625 [07:30<20:54,  3.14s/it]
 36%|###6      | 227/625 [07:30<15:22,  2.32s/it]
 36%|###6      | 228/625 [07:31<11:39,  1.76s/it]
 37%|###6      | 229/625 [07:31<09:06,  1.38s/it]
 37%|###6      | 230/625 [07:32<07:13,  1.10s/it]
 37%|###6      | 231/625 [07:33<07:19,  1.12s/it]
 37%|###7      | 232/625 [07:33<06:00,  1.09it/s]
 37%|###7      | 233/625 [07:45<27:07,  4.15s/it]
 37%|###7      | 234/625 [07:45<19:52,  3.05s/it]
 38%|###7      | 235/625 [07:46<15:09,  2.33s/it]
 38%|###7      | 236/625 [07:46<11:12,  1.73s/it]
 38%|###7      | 237/625 [07:47<08:27,  1.31s/it]
 38%|###8      | 238/625 [07:47<06:32,  1.01s/it]
 38%|###8      | 239/625 [07:49<07:24,  1.15s/it]
 38%|###8      | 240/625 [07:49<05:51,  1.09it/s]
 39%|###8      | 241/625 [08:01<27:09,  4.24s/it]
 39%|###8      | 242/625 [08:01<19:46,  3.10s/it]
 39%|###8      | 243/625 [08:02<14:55,  2.34s/it]
 39%|###9      | 244/625 [08:02<11:15,  1.77s/it]
 39%|###9      | 245/625 [08:03<08:34,  1.35s/it]
 39%|###9      | 246/625 [08:03<06:39,  1.05s/it]
 40%|###9      | 247/625 [08:05<07:38,  1.21s/it]
 40%|###9      | 248/625 [08:05<06:00,  1.05it/s]
 40%|###9      | 249/625 [08:17<26:25,  4.22s/it]
 40%|####      | 250/625 [08:18<19:48,  3.17s/it]
 40%|####      | 251/625 [08:18<14:41,  2.36s/it]
 40%|####      | 252/625 [08:19<11:08,  1.79s/it]
 40%|####      | 253/625 [08:19<08:33,  1.38s/it]
 41%|####      | 254/625 [08:19<06:46,  1.10s/it]
 41%|####      | 255/625 [08:20<06:13,  1.01s/it]
 41%|####      | 256/625 [08:21<05:11,  1.18it/s]
 41%|####1     | 257/625 [08:33<25:39,  4.18s/it]
 41%|####1     | 258/625 [08:34<19:58,  3.27s/it]
 41%|####1     | 259/625 [08:34<14:38,  2.40s/it]
 42%|####1     | 260/625 [08:34<10:49,  1.78s/it]
 42%|####1     | 261/625 [08:35<08:16,  1.37s/it]
 42%|####1     | 262/625 [08:35<06:28,  1.07s/it]
 42%|####2     | 263/625 [08:36<06:09,  1.02s/it]
 42%|####2     | 264/625 [08:37<04:59,  1.21it/s]
 42%|####2     | 265/625 [08:48<24:46,  4.13s/it]
 43%|####2     | 266/625 [08:50<19:45,  3.30s/it]
 43%|####2     | 267/625 [08:50<14:33,  2.44s/it]
 43%|####2     | 268/625 [08:51<10:53,  1.83s/it]
 43%|####3     | 269/625 [08:51<08:15,  1.39s/it]
 43%|####3     | 270/625 [08:51<06:34,  1.11s/it]
 43%|####3     | 271/625 [08:52<05:26,  1.09it/s]
 44%|####3     | 272/625 [08:52<04:31,  1.30it/s]
 44%|####3     | 273/625 [09:04<24:25,  4.16s/it]
 44%|####3     | 274/625 [09:06<19:59,  3.42s/it]
 44%|####4     | 275/625 [09:06<14:46,  2.53s/it]
 44%|####4     | 276/625 [09:07<10:58,  1.89s/it]
 44%|####4     | 277/625 [09:07<08:14,  1.42s/it]
 44%|####4     | 278/625 [09:08<06:21,  1.10s/it]
 45%|####4     | 279/625 [09:08<05:05,  1.13it/s]
 45%|####4     | 280/625 [09:08<04:18,  1.33it/s]
 45%|####4     | 281/625 [09:20<23:45,  4.15s/it]
 45%|####5     | 282/625 [09:21<18:18,  3.20s/it]
 45%|####5     | 283/625 [09:22<13:28,  2.36s/it]
 45%|####5     | 284/625 [09:22<10:10,  1.79s/it]
 46%|####5     | 285/625 [09:23<07:54,  1.40s/it]
 46%|####5     | 286/625 [09:23<06:14,  1.11s/it]
 46%|####5     | 287/625 [09:24<05:06,  1.10it/s]
 46%|####6     | 288/625 [09:24<04:13,  1.33it/s]
 46%|####6     | 289/625 [09:36<23:35,  4.21s/it]
 46%|####6     | 290/625 [09:38<19:03,  3.41s/it]
 47%|####6     | 291/625 [09:38<13:54,  2.50s/it]
 47%|####6     | 292/625 [09:39<10:21,  1.87s/it]
 47%|####6     | 293/625 [09:39<08:03,  1.45s/it]
 47%|####7     | 294/625 [09:40<06:21,  1.15s/it]
 47%|####7     | 295/625 [09:40<05:04,  1.08it/s]
 47%|####7     | 296/625 [09:40<04:07,  1.33it/s]
 48%|####7     | 297/625 [09:52<22:12,  4.06s/it]
 48%|####7     | 298/625 [09:53<17:33,  3.22s/it]
 48%|####7     | 299/625 [09:54<13:22,  2.46s/it]
 48%|####8     | 300/625 [09:54<09:55,  1.83s/it]
 48%|####8     | 301/625 [09:55<07:28,  1.38s/it]
 48%|####8     | 302/625 [09:55<05:54,  1.10s/it]
 48%|####8     | 303/625 [09:56<05:32,  1.03s/it]
 49%|####8     | 304/625 [09:56<04:24,  1.21it/s]
 49%|####8     | 305/625 [10:08<21:54,  4.11s/it]
 49%|####8     | 306/625 [10:09<17:08,  3.22s/it]
 49%|####9     | 307/625 [10:10<13:43,  2.59s/it]
 49%|####9     | 308/625 [10:11<10:10,  1.93s/it]
 49%|####9     | 309/625 [10:11<07:37,  1.45s/it]
 50%|####9     | 310/625 [10:12<06:01,  1.15s/it]
 50%|####9     | 311/625 [10:12<04:54,  1.07it/s]
 50%|####9     | 312/625 [10:12<04:04,  1.28it/s]
 50%|#####     | 313/625 [10:24<21:18,  4.10s/it]
 50%|#####     | 314/625 [10:25<16:40,  3.22s/it]
 50%|#####     | 315/625 [10:27<13:56,  2.70s/it]
 51%|#####     | 316/625 [10:27<10:18,  2.00s/it]
 51%|#####     | 317/625 [10:28<07:48,  1.52s/it]
 51%|#####     | 318/625 [10:28<06:07,  1.20s/it]
 51%|#####1    | 319/625 [10:29<05:00,  1.02it/s]
 51%|#####1    | 320/625 [10:29<04:10,  1.22it/s]
 51%|#####1    | 321/625 [10:40<19:19,  3.81s/it]
 52%|#####1    | 322/625 [10:41<15:41,  3.11s/it]
 52%|#####1    | 323/625 [10:43<13:38,  2.71s/it]
 52%|#####1    | 324/625 [10:44<10:09,  2.02s/it]
 52%|#####2    | 325/625 [10:44<07:40,  1.53s/it]INFO:root:Step: 22200. Epoch: 36/50. Iteration: 326/625. Cls loss: 405.530. Reg loss: 2.745. Seg loss: 0.287. Total loss: 408.561

 52%|#####2    | 326/625 [10:44<05:54,  1.19s/it]
 52%|#####2    | 327/625 [10:45<04:50,  1.03it/s]
 52%|#####2    | 328/625 [10:45<04:07,  1.20it/s]
 53%|#####2    | 329/625 [10:56<18:28,  3.75s/it]
 53%|#####2    | 330/625 [10:57<14:39,  2.98s/it]
 53%|#####2    | 331/625 [10:59<13:29,  2.75s/it]
 53%|#####3    | 332/625 [11:00<10:04,  2.06s/it]
 53%|#####3    | 333/625 [11:00<07:29,  1.54s/it]
 53%|#####3    | 334/625 [11:00<05:42,  1.18s/it]
 54%|#####3    | 335/625 [11:01<04:28,  1.08it/s]
 54%|#####3    | 336/625 [11:01<03:36,  1.33it/s]
 54%|#####3    | 337/625 [11:12<18:04,  3.77s/it]
 54%|#####4    | 338/625 [11:13<14:46,  3.09s/it]
 54%|#####4    | 339/625 [11:15<13:02,  2.74s/it]
 54%|#####4    | 340/625 [11:16<09:39,  2.03s/it]
 55%|#####4    | 341/625 [11:16<07:19,  1.55s/it]
 55%|#####4    | 342/625 [11:16<05:39,  1.20s/it]
 55%|#####4    | 343/625 [11:17<04:29,  1.04it/s]
 55%|#####5    | 344/625 [11:17<03:41,  1.27it/s]
 55%|#####5    | 345/625 [11:28<17:07,  3.67s/it]
 55%|#####5    | 346/625 [11:29<14:00,  3.01s/it]
 56%|#####5    | 347/625 [11:31<12:14,  2.64s/it]
 56%|#####5    | 348/625 [11:31<09:04,  1.97s/it]
 56%|#####5    | 349/625 [11:32<06:50,  1.49s/it]
 56%|#####6    | 350/625 [11:32<05:23,  1.17s/it]
 56%|#####6    | 351/625 [11:33<04:26,  1.03it/s]
 56%|#####6    | 352/625 [11:33<03:42,  1.23it/s]
 56%|#####6    | 353/625 [11:44<17:19,  3.82s/it]
 57%|#####6    | 354/625 [11:45<14:10,  3.14s/it]
 57%|#####6    | 355/625 [11:47<12:23,  2.76s/it]
 57%|#####6    | 356/625 [11:48<09:08,  2.04s/it]
 57%|#####7    | 357/625 [11:48<06:52,  1.54s/it]
 57%|#####7    | 358/625 [11:48<05:14,  1.18s/it]
 57%|#####7    | 359/625 [11:49<04:10,  1.06it/s]
 58%|#####7    | 360/625 [11:49<03:34,  1.23it/s]
 58%|#####7    | 361/625 [11:59<15:47,  3.59s/it]
 58%|#####7    | 362/625 [12:01<13:28,  3.07s/it]
 58%|#####8    | 363/625 [12:03<11:35,  2.65s/it]
 58%|#####8    | 364/625 [12:03<08:41,  2.00s/it]
 58%|#####8    | 365/625 [12:04<06:30,  1.50s/it]
 59%|#####8    | 366/625 [12:04<04:56,  1.15s/it]
 59%|#####8    | 367/625 [12:04<03:52,  1.11it/s]
 59%|#####8    | 368/625 [12:05<03:12,  1.34it/s]
 59%|#####9    | 369/625 [12:15<15:33,  3.65s/it]
 59%|#####9    | 370/625 [12:17<13:13,  3.11s/it]
 59%|#####9    | 371/625 [12:19<12:01,  2.84s/it]
 60%|#####9    | 372/625 [12:20<08:56,  2.12s/it]
 60%|#####9    | 373/625 [12:20<06:48,  1.62s/it]
 60%|#####9    | 374/625 [12:20<05:14,  1.25s/it]
 60%|######    | 375/625 [12:21<04:10,  1.00s/it]
 60%|######    | 376/625 [12:21<03:24,  1.22it/s]
 60%|######    | 377/625 [12:31<14:14,  3.45s/it]
 60%|######    | 378/625 [12:33<12:04,  2.93s/it]
 61%|######    | 379/625 [12:35<11:25,  2.79s/it]
 61%|######    | 380/625 [12:35<08:27,  2.07s/it]
 61%|######    | 381/625 [12:36<06:22,  1.57s/it]
 61%|######1   | 382/625 [12:36<04:57,  1.22s/it]
 61%|######1   | 383/625 [12:37<04:02,  1.00s/it]
 61%|######1   | 384/625 [12:37<03:19,  1.21it/s]
 62%|######1   | 385/625 [12:47<14:34,  3.64s/it]
 62%|######1   | 386/625 [12:48<11:26,  2.87s/it]
 62%|######1   | 387/625 [12:51<11:24,  2.87s/it]
 62%|######2   | 388/625 [12:52<08:26,  2.14s/it]
 62%|######2   | 389/625 [12:52<06:16,  1.59s/it]
 62%|######2   | 390/625 [12:52<04:49,  1.23s/it]
 63%|######2   | 391/625 [12:53<03:54,  1.00s/it]
 63%|######2   | 392/625 [12:53<03:10,  1.22it/s]
 63%|######2   | 393/625 [13:00<10:11,  2.64s/it]
 63%|######3   | 394/625 [13:01<08:30,  2.21s/it]
 63%|######3   | 395/625 [13:03<07:40,  2.00s/it]
 63%|######3   | 396/625 [13:03<05:54,  1.55s/it]
 64%|######3   | 397/625 [13:04<04:36,  1.21s/it]
 64%|######3   | 398/625 [13:04<03:42,  1.02it/s]
 64%|######3   | 399/625 [13:05<03:03,  1.23it/s]
 64%|######4   | 400/625 [13:05<02:42,  1.39it/s]
 64%|######4   | 401/625 [13:12<09:07,  2.45s/it]
 64%|######4   | 402/625 [13:12<07:01,  1.89s/it]
 64%|######4   | 403/625 [13:14<07:16,  1.97s/it]
 65%|######4   | 404/625 [13:15<05:28,  1.49s/it]
 65%|######4   | 405/625 [13:15<04:15,  1.16s/it]
 65%|######4   | 406/625 [13:16<03:28,  1.05it/s]
 65%|######5   | 407/625 [13:16<02:53,  1.26it/s]
